folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),eppub,"Epworth Sleepiness Scale: Chance of dozing while sitting, inactive in a public place",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_3sitinactive,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),epread,Epworth Sleepiness Scale: Chance of dozing while sitting and reading,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_1sitread,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),eprest,Epworth Sleepiness Scale: Chance of dozing while lying down in the afternoon when circumstances permit,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_5lyingdown,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),eptalk,Epworth Sleepiness Scale: Chance of dozing while sitting and talking to someone,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_6sittalk,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),eptraf,"Epworth Sleepiness Scale: Chance of dozing while in a car, while stopped for a few minutes in traffic",Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_8stoppedcar,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia/Epworth Sleepiness Scale (ESS),eptv,Epworth Sleepiness Scale: Chance of dozing while watching TV,Item from the Epworth Sleepiness Scale [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888)<br><br> [Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",epwort,epworth;ess_2watchingtv,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia,epeds,Excessive daytime sleepiness (ESS>10),Calculated - Total score based on an 8-item questionnaires ranking likelihood of dozing off [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888). Scale 0-3 for individual items; 0 to 24 for overall score. <br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),choices,"",yndk,epworth;subjective_sleepiness,"","",mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia,epepwort,Epworth Sleepiness Scale: Total score,Calculated - Total score based on an 8-item questionnaires ranking likelihood of dozing off [Johns MW 1991 (PubMed ID: 1798888)](https://www.ncbi.nlm.nih.gov/pubmed/1798888). Scale 0-3 for individual items; 0 to 24 for overall score. <br><br>[Search for all ESS variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=epworth),numeric,"","",epworth;ess_total,"",true,mros1_clinic_interview_form;mros2_clinic_interview_form
Sleep Questionnaires/Hypersomnia,slslplev,"During the past month, how sleepy did you feel during the day?","",choices,"",feel5x,mros_clinical_interview_form;subjective_sleepiness,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,poxlegk,"During the past month, how often have you had trouble sleeping because of leg jerks or kicks?","",choices,"",psqi,mros_clinical_interview_form;rls_plms,"","",mros1_psg_morning_survey_form;mros2_psg_morning_survey_form
Sleep Questionnaires/Parasomnia,slrlaffr,"In the past month, overall, how severe is the impact of your RLS symptoms on your ability to carry out your daily affairs, for example carrying out a satisfactory family, home, social, or work life?","",choices,"",stat26x,mros_clinical_interview_form;sleep_related_impairment;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrldes,Do you ever experience a desire to more your legs or arms because of discomfort or disagreeable sensations in your legs of arms?,"",choices,"",yndk,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrldisc,"In the past month, overall, how would you rate the RLS discomfort in your legs or arms?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrllatr,"Are these symptoms worse later in the day or at night, than in the morning?","",choices,"",yndk,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlmood,"In the past month, how severe was your mood disturbance due to your RLS symptoms- for example angry, depressed, sad, anxious, or irritable?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms;sleep_satisfaction;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlmov,"In the past month, overall, how would you rate the need to move around because of your RLS symptoms?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrloftn,"In the past month, how often did you get RLS symptoms?","",choices,"",ffq14x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlrel,"In the past month, overall, how much relief of your RLS arm or leg discomfort did you get from moving around?","",choices,"",stat27x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlrelv,"Do you sometimes feel the need to move to relieve the discomfort, for example by walking, or to relieve the discomfort by rubbing your legs?","",choices,"",yndk,mros_clinical_interview_form;rls_plms,"","",""
Sleep Questionnaires/Parasomnia,slrlrest,"Are these symptoms worse when you are at rest (i.e., sitting quietly), with at least temporary relief by activity?","",choices,"",yndk,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlsadm,RLS rating scale administered?,"",choices,"",yndk,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlscat,IRLS severity categories,"",choices,"",stat30x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlscor,International restless legs scale (0-40),"",numeric,"","",mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlsevr,"In the past month, when you had RLS symptoms, how severe were they on average>","",choices,"",ffq15x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlslpd,"In the past month, how severe is your tiredness or sleepiness during the day due to your RLS symptoms?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlsymp,"In the past month, how severe was your RLS as a whole?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrltire,"In the past month, how severe is your tiredness or sleepiness during the day due to your RLS symptoms?","",choices,"",stat26x,mros_clinical_interview_form;rls_plms;sleep_related_impairment,"","",mros2_clinic_interview_form
Sleep Questionnaires/Parasomnia,slrlwhyn,Why not RLS rating scale administered?,"",choices,"",whynot9x,mros_clinical_interview_form;rls_plms,"","",mros2_clinic_interview_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbedpar,Do you have a bed partner or roommate,"",choices,"",yndk,mros_sleep_habits_form;psqi,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbpconf,Pittsburgh Sleep Quality Index: Frequency of episodes of disorientation or confusion during sleep in the past month reported by a roommate/bed partner,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),choices,"",psqi,mros_sleep_habits_form;hypnogogic_hallucinations;nightmare;sleep_terror;psqi;psqi_23confusion,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbplegs,Pittsburgh Sleep Quality Index: Frequency of legs twitching or jerking while asleep in the past month reported by a roommate/bed partner,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),choices,"",psqi,mros_sleep_habits_form;rls_plms;psqi;psqi_22legjerk,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbploud,Pittsburgh Sleep Quality Index: Frequency of loud snoring in the past month reported by a roommate/bed partner,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),choices,"",psqi,mros_sleep_habits_form;snore;sdb;psqi;psqi_20snore,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbpoth,Pittsburgh Sleep Quality Index: Frequency of other restlessness while asleep in the past month reported by a roommate/bed partner,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),choices,"",psqi,mros_sleep_habits_form;insomnia;psqi;psqi_24restless,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbppaus,Pittsburgh Sleep Quality Index: Frequency of long pauses between breaths while asleep in the past month reported by a roommate/bed partner,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),choices,"",psqi,mros_sleep_habits_form;sdb;psqi;psqi_21breathpause,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqbptype,Please describe your bed partner or roommate,"",choices,"",bptype,mros_sleep_habits_form;psqi,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqdaydys,Pittsburgh Sleep Quality Index: Daytime dysfunction component subscore,"Subscore based on 2 items from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",choices,"",daydys,mros_sleep_habits_form;psqi;psqi_daydysfunction,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqdistur,Pittsburgh Sleep Quality Index: Sleep disturbances component subscore,"Subscore based on 9 items from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",choices,"",distur,mros_sleep_habits_form;psqi;psqi_slpdisturbance,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqp30m,Pittsburgh Sleep Quality Index: Cannot get to sleep within 30 minutes,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?",choices,"",psqi,mros_sleep_habits_form;sleep_latency;insomnia;psqi;psqi_06slphalfhr,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpactsl,Pittsburgh Sleep Quality Index: Hours of actual sleep at night,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how many hours of actual sleep did you get each night?",numeric,hours,"",mros_sleep_habits_form;sleep_duration;psqi;psqi_04actualslp,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpbad,Pittsburgh Sleep Quality Index: Have bad dreams,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you have bad dreams?",choices,"",psqi,mros_sleep_habits_form;nightmare;psqi;psqi_13dream,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpbath,Pittsburgh Sleep Quality Index: Have to get up to use the bathroom,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?",choices,"",psqi,mros_sleep_habits_form;psqi;psqi_08bathroom,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpbrea,Pittsburgh Sleep Quality Index: Cannot breathe comfortably,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?",choices,"",psqi,mros_sleep_habits_form;sdb;psqi;psqi_09breathe,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpcold,Pittsburgh Sleep Quality Index: Feel too cold,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you feel too cold?",choices,"",psqi,mros_sleep_habits_form;psqi;psqi_11cold,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpeffcy,Pittsburgh Sleep Quality Index: Habitual sleep efficiency component subscore,"Subscore based on 3 items from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",numeric,percent,"",mros_sleep_habits_form;psqi;psqi_slpeff,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpeffic,Pittsburgh Sleep Quality Index: Habitual sleep efficiency component subscore,"Subscore based on 3 items from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",choices,"",pefficf,mros_sleep_habits_form;psqi;psqi_slpeff,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpenth,Pittsburgh Sleep Quality Index: Problem to keep up enthusiasm to get things done,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?",choices,"",psqi2x,mros_sleep_habits_form;sleep_related_impairment;psqi;psqi_18enthuse,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqphot,Pittsburgh Sleep Quality Index: Feel too hot,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you feel too hot?",choices,"",psqi,mros_sleep_habits_form;psqi;psqi_12hot,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpinbed,Pittsburgh Sleep Quality Index: Hours in bed,Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi),numeric,hours,"",mros_sleep_habits_form;sleep_duration;psqi;psqi_05timeinbed,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqplaten,Pittsburgh Sleep Quality Index: Sleep latency component subscore,"Subscore based on 2 items from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/) <br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=psqi)",choices,"",platen,mros_sleep_habits_form;psqi;psqi_slplatency,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpoth,Pittsburgh Sleep Quality Index: Other reasons for trouble sleeping,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you have other reasons?",choices,"",psqi,mros_sleep_habits_form;insomnia;psqi;psqi_15other,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqppain,Pittsburgh Sleep Quality Index: Have pain,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you have pain?",choices,"",psqi,mros_sleep_habits_form;psqi;psqi_14pain,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpsldur,Pittsburgh Sleep Quality Index: Sleep duration component subscore,"Subscore based on 1 item from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=psqi)",choices,"",psldurf,mros_sleep_habits_form;psqi;psqi_slpduration,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpslmed,Pittsburgh Sleep Quality Index: Use of sleeping medication component subscore,"Subscore based on 1 item from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mesa/variables?search=psqi)",choices,"",psqi,mros_sleep_habits_form;psqi;psqi_slpmed,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpslpm,Pittsburgh Sleep Quality Index: How long taken to fall asleep each night,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how long has it usually taken you to fall asleep each night?",numeric,minutes,"",mros_sleep_habits_form;sleep_latency;psqi;psqi_02fallaslp,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpslpm4,Pittsburgh Sleep Quality Index: How long taken to fall asleep each night,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how long has it usually taken you to fall asleep each night?",choices,"",pslpm4f,mros_sleep_habits_form;sleep_latency;psqi;psqi_02fallaslp,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpsnor,Pittsburgh Sleep Quality Index: Cough or snore loudly,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you cough or snore loudly?",choices,"",psqi,mros_sleep_habits_form;sdb;snore;psqi;psqi_10cough,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpsqi,Pittsburgh Sleep Quality Index: Global Score (0-21),"Summary score for the Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/) Seven component scores are derived, from 0 (no difficulty) to 3 (severe difficulty). The global score is the sum of the seven components (0 to 21), while higher scores indicate worse sleep quality. <br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",numeric,"","",mros_sleep_habits_form;psqi;psqi_total,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpsqual,Pittsburgh Sleep Quality Index: Subjective sleep quality component subscore,"Subscore based on 1 item from Pittsburgh Sleep Quality Index, with a range of 0-3. A score of ""0"" indicates no difficulty, while a score of ""3"" indicates severe difficulty. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/) Seven component scores are derived, from 0 (no difficulty) to 3 (severe difficulty). The global score is the sum of the seven components (0 to 21), while higher scores indicate worse sleep quality. <br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)",choices,"",slpqual,mros_sleep_habits_form;psqi;psqi_subslpquality,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqptmbed,Pittsburgh Sleep Quality Index: When usually gone to bed,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, what time have you usually gone to bed at night?",time,"","",mros_sleep_habits_form;sleep_timing;psqi;psqi_01gonetobed,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqptmwak,Pittsburgh Sleep Quality Index: What time gotten up in the morning,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, when have you usually gotten up in the morning?",time,"","",mros_sleep_habits_form;sleep_timing;psqi;psqi_03morning,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqptrbsa,"Pittsburgh Sleep Quality Index: Trouble staying awake while driving, eating, or engaging socially","Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?",choices,"",psqi,mros_sleep_habits_form;subjective_sleepiness;sleep_related_impairment;psqi;psqi_17stayawake,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
Sleep Questionnaires/Pittsburgh Sleep Quality Index (PSQI),pqpwake,Pittsburgh Sleep Quality Index: Wake in the middle or night or early morning,"Item from Pittsburgh Sleep Quality Index. [Buysse et. al 1989 (PubMed ID: 2748771)](https://www.ncbi.nlm.nih.gov/pubmed/2748771/)<br><br> [Search for all PSQI variables within this dataset](https://sleepdata.org/datasets/mros/variables?search=psqi)<br><br>Original question: During the past month, how often have you had trouble sleeping because you wake up in middle of the night or early morning?",choices,"",psqi,mros_sleep_habits_form;insomnia;psqi;psqi_07wakeearly,"","",mros1_sleep_habits_form;mros2_sleep_habits_form
