folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Sleep Habits,slnap,Do you take naps regularly??,"",choices,"",yndk,mros_clinical_interview_form;sleep_hygiene,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slnapdly,Takes daily naps,"",choices,"",yndk,mros_clinical_interview_form;sleep_hygiene,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slnapdy,How many days per week do you usually nap?,"",numeric,days,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slnaphr,"On average, how many hours do you nap each time?","",choices,"",timeslpx,mros_clinical_interview_form;sleep_hygiene,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slnaphwk,Number of hours napping per week,"",numeric,hours,"",mros_clinical_interview_form;sleep_hygiene,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slslalc,Do you ever drink alcohol to help you sleep?,"",choices,"",yndk,mros_medical_history_form;sleep_hygiene,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Questionnaires/Sleep Habits,slslphnd,How many hours of sleep do you need each night to feel rested?,"",numeric,hours,"",mros_clinical_interview_form;sleep_duration;sleep_quality,"","",mros1_clinic_interview_form
Sleep Questionnaires/Sleep Habits,slslphrs,"On most nights, how many hours do you sleep each night?","",numeric,hours,"",mros_clinical_interview_form;sleep_duration,"","",mros1_clinic_interview_form
Sleep Treatment/Adherence/CPAP Adherence,slscap,Do you sleep with either a pressure mask ('CPAP') or a mouthpiece as treatment for your sleep apnea?,"",choices,"",yndk,mros_medical_history_form;sleep_treatment,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Treatment/Adherence/Oxygen Adherence,sloxslp,Do you use it during sleep?,"",choices,"",yndk,mros_medical_history_form;sleep_treatment,"","",mros2_medical_history_form
Sleep Treatment/Adherence/Oxygen Adherence,sloxslpo,How often do you use it during sleep?,"",choices,"",time3x,mros_medical_history_form;sleep_treatment,"","",mros2_medical_history_form
Sleep Treatment/Adherence/Oxygen Adherence,sloxther,Do you usually use oxygen therapy (oxygen delivered by a tube or face mask)?,"",choices,"",yndk,mros_medical_history_form;sleep_treatment,"","",mros1_medical_history_form;mros2_medical_history_form
Sleep Treatment/Adherence/Oxygen Adherence,sloxwak,Do you use it during wake?,"",choices,"",yndk,mros_medical_history_form;sleep_treatment,"","",mros2_medical_history_form
Sleep Treatment/Adherence/Oxygen Adherence,sloxwako,How often do you use it during wake?,"",choices,"",time3x,mros_medical_history_form;sleep_treatment,"","",mros2_medical_history_form
