folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedduration5,Standard deviation of daily rest period in all days from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",stdprdbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbeddurationnw5,Standard deviation of daily rest period in non-workdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",stdprdbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbeddurationwd5,Standard deviation of daily rest period in weekdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",stdprdbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbeddurationwe5,Standard deviation of daily rest period in weekends from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",stdprdbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbeddurationwo5,Standard deviation of daily rest period in workdays from actigraphy,"In this study, rest period (i.e., rest internal) is defined as in-bed period (i.e., time in bed, TIB) in main sleep.",numeric,minutes (min),"",stdprdbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedtime5,Standard deviation of the daily start time for rest period in all days from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,hh:mm:ss,"",stdbptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedtimenw5,Standard deviation of the daily start time for rest period in non-workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,hh:mm:ss,"",stdbptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedtimewd5,Standard deviation of the daily start time for rest period in weekdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,hh:mm:ss,"",stdbptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedtimewe5,Standard deviation of the daily start time for rest period in weekends from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,hh:mm:ss,"",stdbptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdinbedtimewo5,Standard deviation of the daily start time for rest period in workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed, TIB), therefore the start time of rest period is in-bed time.",time,hh:mm:ss,"",stdbptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainsleep5,Standard deviation of daily total sleep duration in main sleep in all days from actigraphy,"",numeric,minutes (min),"",stddursp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainsleepnw5,Standard deviation of daily total sleep duration in main sleep in non-workdays from actigraphy,"",numeric,minutes (min),"",stddursp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainsleepwd5,Standard deviation of daily total sleep duration in main sleep in weekdays from actigraphy,"",numeric,minutes (min),"",stddursp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainsleepwe5,Standard deviation of daily total sleep duration in main sleep in weekends from actigraphy,"",numeric,minutes (min),"",stddursp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainsleepwo5,Standard deviation of daily total sleep duration in main sleep in workdays from actigraphy,"",numeric,minutes (min),"",stddursp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainteff5,Standard deviation of the daily sleep maintenance efficiency in all days from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",stdmefsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainteffnw5,Standard deviation of the daily sleep maintenance efficiency in non-workdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",stdmefsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainteffwd5,Standard deviation of the daily sleep maintenance efficiency in weekdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",stdmefsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainteffwe5,Standard deviation of the daily sleep maintenance efficiency in weekends from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",stdmefsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdmainteffwo5,Standard deviation of the daily sleep maintenance efficiency in workdays from actigraphy,"Sleep maintenance efficiency is the ratio between sleep duration (i.e., total sleep time, TST) and sleep period in main sleep. Sleep duration is the interval between sleep onset time and sleep offset time while asleep, while sleep period is the interval between sleep onset time and sleep offset time. ",numeric,percent (%),"",stdmefsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdoutbedtime5,Standard deviation of the daily end time for rest period in all days from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",stdeptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdoutbedtimenw5,Standard deviation of the daily end time for rest period in non-workdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",stdeptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdoutbedtimewd5,Standard deviation of the daily end time for rest period in weekdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",stdeptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdoutbedtimewe5,Standard deviation of the daily end time for rest period in weekends from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",stdeptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdoutbedtimewo5,Standard deviation of the daily end time for rest period in workdays from actigraphy,"In this study, the end time for rest period (i.e., rest interval) is defined as the out-bed time in main sleeps.",time,hh:mm:ss,"",stdeptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdrestmidpoint5,Standard deviation of the daily midpoint for rest period in main sleep in all days from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",stdmptbd_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdrestmidpointnw5,Standard deviation of the daily midpoint for rest period in main sleep in non-workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",stdmptbd_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdrestmidpointwd5,Standard deviation of the daily midpoint for rest period in main sleep in weekdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",stdmptbd_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdrestmidpointwe5,Standard deviation of the daily midpoint for rest period in main sleep in weekends from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",stdmptbd_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdrestmidpointwo5,Standard deviation of the daily midpoint for rest period in main sleep in workdays from actigraphy,"In this study, rest period (i.e., rest interval) is defined as in-bed period (i.e., time in bed). ",time,hh:mm:ss,"",stdmptbd_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepmidpoint5,Standard deviation of the daily midpoint for sleep period in all days from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",stdmptsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepmidpointnw5,Standard deviation of the daily midpoint for sleep period in non-workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",stdmptsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepmidpointwd5,Standard deviation of the daily midpoint for sleep period in weekdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",stdmptsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepmidpointwe5,Standard deviation of the daily midpoint for sleep period in weekends from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",stdmptsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepmidpointwo5,Standard deviation of the daily midpoint for sleep period in workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",time,hh:mm:ss,"",stdmptsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepoffsettime5,Standard deviation of daily sleep offset time in all days from actigraphy,Sleep offset time is the end time of main sleep.,time,hh:mm:ss,"",stdeptsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepoffsettimenw5,Standard deviation of daily sleep offset time in non-workdays from actigraphy,Sleep offset time is the end time of main sleep.,time,hh:mm:ss,"",stdeptsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepoffsettimewd5,Standard deviation of daily sleep offset time in weekdays from actigraphy,Sleep offset time is the end time of main sleep.,time,hh:mm:ss,"",stdeptsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepoffsettimewe5,Standard deviation of daily sleep offset time in weekends from actigraphy,Sleep offset time is the end time of main sleep.,time,hh:mm:ss,"",stdeptsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepoffsettimewo5,Standard deviation of daily sleep offset time in workdays from actigraphy,Sleep offset time is the end time of main sleep.,time,hh:mm:ss,"",stdeptsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleeponsettime5,Standard deviation of the daily sleep onset time in all days from actigraphy,Sleep onset time is the start time of main sleep. This variable measures the within subject variability of sleep onset time.,time,hh:mm:ss,"",stdbptsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleeponsettimenw5,Standard deviation of the daily sleep onset time in non-workdays from actigraphy,Sleep onset time is the start time of main sleep. This variable measures the within subject variability of sleep onset time.,time,hh:mm:ss,"",stdbptsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleeponsettimewd5,Standard deviation of the daily sleep onset time in weekdays from actigraphy,Sleep onset time is the start time of main sleep. This variable measures the within subject variability of sleep onset time.,time,hh:mm:ss,"",stdbptsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleeponsettimewe5,Standard deviation of the daily sleep onset time in weekends from actigraphy,Sleep onset time is the start time of main sleep. This variable measures the within subject variability of sleep onset time.,time,hh:mm:ss,"",stdbptsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleeponsettimewo5,Standard deviation of the daily sleep onset time in workdays from actigraphy,Sleep onset time is the start time of main sleep. This variable measures the within subject variability of sleep onset time.,time,hh:mm:ss,"",stdbptsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepperiodduration5,Standard deviation of daily sleep period in all days from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",numeric,minutes (min),"",stdprdsp_im_w7_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepperioddurationnw5,Standard deviation of daily sleep period in non-workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",numeric,minutes (min),"",stdprdsp_im_wn_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepperioddurationwd5,Standard deviation of daily sleep period in weekdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",numeric,minutes (min),"",stdprdsp_im_w5_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepperioddurationwe5,Standard deviation of daily sleep period in weekends from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",numeric,minutes (min),"",stdprdsp_im_w2_f2,"","",""
Sleep and Circadian Studies/Actigraphy/Sleep-wake patterns,sdsleepperioddurationwo5,Standard deviation of daily sleep period in workdays from actigraphy,"Sleep period (i.e., total sleep time, TST) is the interval between sleep onset time and sleep offset time in main sleep.",numeric,minutes (min),"",stdprdsp_im_ww_f2,"","",""
Sleep and Circadian Studies/Polysomnography/Administrative,haveact5,MESA Sleep: Has Actigraphy Data (5+ Valid Nights) from type II polysomnography,"",choices,"",noyes,"","","",""
Sleep and Circadian Studies/Polysomnography/Administrative,havepsg5,MESA Sleep: Has PSG Data (Passed Overnight Study) from type II polysomnography,"",choices,"",noyes,"","","",""
Sleep and Circadian Studies/Polysomnography/Administrative,match5,"MESA Sleep: PSG/Actigraphy Start Dates Match (i.e., No Failures; Tests Were Concurrent) from type II polysomnography","",choices,"",noyes,"","","",""
Sleep and Circadian Studies/Polysomnography/Administrative,scorerid5,PSG Report: Scorer ID from type II polysomnography,"",string,"","","","","",""
Sleep and Circadian Studies/Polysomnography/Administrative,stdypdy5c,PSG QS: Days From Exam 5 To Study Date from type II polysomnography,"",numeric,days,"","","","",""
Sleep and Circadian Studies/Polysomnography/Cardiac Data Within Sleep,bpmavg5,Average heart rate during total sleep duration from type II polysomnography,"",numeric,beats per minute (bpm),"",avglvlhr_sp_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Cardiac Data Within Sleep,bpmmax5,Maximum heart rate during total sleep duration from type II polysomnography,"",numeric,beats per minute (bpm),"",maxlvlhr_sp_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Cardiac Data Within Sleep,bpmmin5,Minimum heart rate during total sleep duration from type II polysomnography,"",numeric,beats per minute (bpm),"",minlvlhr_sp_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Limb Movements,avgnplm5,Number of periodic limb movements per hour of NREM sleep from type II polysomnography,"",numeric,number of events per hour,"",phrnumpl_sn_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Limb Movements,avgplm5,Number of periodic limb movements per hour of sleep from type II polysomnography,"",numeric,number of events per hour,"",phrnumpl_sp_f1t2,"",true,""
Sleep and Circadian Studies/Polysomnography/Limb Movements,avgplma5,Number of periodic limb movements with arousals per hour of sleep from type II polysomnography,"",numeric,number of events per hour,"",phrnumpl_so_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Limb Movements,avgrplm5,Number of periodic limb movements per hour of REM sleep from type II polysomnography,"",numeric,number of events per hour,"",phrnumpl_sr_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Limb Movements,noplm5,Total number of periodic limb movements during total sleep duration from type II polysomnography,"",numeric,number of events,"",ttlnumpl_sp_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Limb Movements,plmaslp5,Number of periodic limb movements with arousal during total sleep duration from type II polysomnography,"",numeric,number of events,"",ttlnumpl_so_f1t2,"","",""
Sleep and Circadian Studies/Polysomnography/Sigal Quality,abdodur5,Abdo Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,abnoreeg5,Abnormal Awake EEG from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,ahiov505,Abnormal Referral - AHI> 50 from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,airdur5,Airflow Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,alpdel5,Physiologic Alpha Intrusion from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,apnhyppr5,Scoring Apnea/Hypopnea Unreliable from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,arsl3ou5,Arousal Index < 3 Verified from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,arunrel5,Scoring Arousals Unreliable from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,c4dur5,Cz-Oz Signal Duration (Hours)  EEG from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,casndur5,Cannula Snore Signal Duration (Hours) from type II polysomnography,"",numeric,number of events per hour,"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,chestdur5,Chest Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,chindur5,Chin (Lchin-Cchin)  Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,e1dur5,E1 (Eogl) Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,e2dur5,E2 (Eogr) Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,ecgdur5,ECG Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,fpz5,Signal Quality Issues Found On Fpz Signal from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,fzm1dur5,Fz-Cz  Signal Duration (Hours)   EEG from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,inhomepsgyn5,PSG: Test Was Conducted In-Home  1=Yes from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,lagbreath5,Periodic Large Breaths from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,lighoff5,PSG QS: Participant Reported Time To Bed from type II polysomnography,"",time,hh:mm:ss,"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,limbdur5,Limb Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,losbeg5,Data Lost At Beginning Of Study from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,losend5,Data Lost At End Of Study from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,losoth5,Data Lost During Study from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,m15,Signal Quality Issues Found On M1 Signal from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,maxresou5,Long Respiratory Events Verified from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,npflow5,Flow Limitation from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,o2m1dur5,C4-M1 Signal Duration (Hours)  EEG from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,overall5,Overall Study Quality Grade from type II polysomnography,"",choices,"",overallstudyqualitygrade,"","",true,mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,oximdur5,Spo2 Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,period5,Periodic Breathing >=10 Min from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,plethdur5,Pleth Signal Duration (Hours) from type II polysomnography,"",numeric,hours (hr),"","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,plmou5,PLM > 100 Verified from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,plmwake5,Leg Movements In Wake from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,posn5,Signal Quality Issues Found On Position Signal from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quabdo5,Abdo Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quair5,Airflow Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quc45,"Cz-Oz Signal Quality-EEG Mismatched Variable Name And Label. Confirmed As ""Cz-Oz"" Signal from type II polysomnography","",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,qucasn5,Cannula Snore Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quchest5,Chest Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quchin5,Chin Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,que15,E1 Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,que25,E2 Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quecg5,ECG Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,qufzm15,"Fz-Cz Signal Quality - EEG -  Mismatched Variable Name And Label. Confirmed As ""Fz-Cz"" Signal from type II polysomnography","",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,qulimb5,Limb Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quo2m15,"C4-M1 Signal Quality-EEG Mismatched Variable Name And Label. Confirmed As ""C4-M1"" Signal from type II polysomnography","",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quoxim5,Spo2 Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,qupleth5,Pleth Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,quxflow5,Cannula Flow Signal Quality from type II polysomnography,"",choices,"",psgsignalquality,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,recbeaw5,Data Lost - Recording Ended Before Wake from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,ref5,Signal Quality Issues Found On Reference / Ground Signal from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,remarunrel5,Scoring Arousals In REM (Only) Unreliable from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,remnrempr5,Scoring REM/NREM Unreliable from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,respevpr5,Scoring Respiratory Events (RDI) Unreliable from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,rsnco5,Reason For Study Failure from type II polysomnography,"",choices,"",psgreasonfail,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,sao2lt855,Urgent Referral - O2sat < 85% For >10% Total Sleep Time from type II polysomnography,"",choices,"",noyes,"","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,scorid5,PSG QS: Scorer ID from type II polysomnography,"",string,"","","","","",mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,slewake5,Study Scored Sleep / Wake Only (All Sleep Scored As N2 And No Arousals Scored Due To Poor Quality EEG) from type II polysomnography,"",choices,"",noyes,"","",true,mesa_qs_annotated
Sleep and Circadian Studies/Polysomnography/Sigal Quality,status_psg5,Pass/Fail Status from type II polysomnography,"",choices,"",psgpassfail,"","","",mesa_qs_annotated
